Category,Description,Region_Index,Value,Brain_Region,ggseg,Hemisphere,Base_Region
Oscillatory neural dynamics,"MEG, alpha",50,0.22977714,ctx-rh-parsopercularis,ctx-rh-parsopercularis,Right,parsopercularis
Oscillatory neural dynamics,"MEG, alpha",51,0.20279253,ctx-rh-parsorbitalis,ctx-rh-parsorbitalis,Right,parsorbitalis
Oscillatory neural dynamics,"MEG, alpha",52,0.2156787,ctx-rh-parstriangularis,ctx-rh-parstriangularis,Right,parstriangularis
Oscillatory neural dynamics,"MEG, alpha",53,0.40870017,ctx-rh-pericalcarine,ctx-rh-pericalcarine,Right,pericalcarine
Oscillatory neural dynamics,"MEG, alpha",54,0.31057522,ctx-rh-postcentral,ctx-rh-postcentral,Right,postcentral
Oscillatory neural dynamics,"MEG, alpha",55,0.26219115,ctx-rh-posteriorcingulate,ctx-rh-posteriorcingulate,Right,posteriorcingulate
Oscillatory neural dynamics,"MEG, alpha",56,0.27063993,ctx-rh-precentral,ctx-rh-precentral,Right,precentral
Oscillatory neural dynamics,"MEG, alpha",57,0.3630352,ctx-rh-precuneus,ctx-rh-precuneus,Right,precuneus
Oscillatory neural dynamics,"MEG, alpha",58,0.16955486,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralanteriorcingulate,Right,rostralanteriorcingulate
Oscillatory neural dynamics,"MEG, alpha",59,0.1929345,ctx-rh-rostralmiddlefrontal,ctx-rh-rostralmiddlefrontal,Right,rostralmiddlefrontal
Oscillatory neural dynamics,"MEG, alpha",60,0.20439735,ctx-rh-superiorfrontal,ctx-rh-superiorfrontal,Right,superiorfrontal
Oscillatory neural dynamics,"MEG, alpha",61,0.37221217,ctx-rh-superiorparietal,ctx-rh-superiorparietal,Right,superiorparietal
Oscillatory neural dynamics,"MEG, alpha",62,0.2970052,ctx-rh-superiortemporal,ctx-rh-superiortemporal,Right,superiortemporal
Oscillatory neural dynamics,"MEG, alpha",63,0.3298109,ctx-rh-supramarginal,ctx-rh-supramarginal,Right,supramarginal
Oscillatory neural dynamics,"MEG, alpha",64,0.17958044,ctx-rh-frontalpole,ctx-rh-frontalpole,Right,frontalpole
Oscillatory neural dynamics,"MEG, alpha",65,0.15708007,ctx-rh-temporalpole,ctx-rh-temporalpole,Right,temporalpole
Oscillatory neural dynamics,"MEG, alpha",66,0.3274653,ctx-rh-transversetemporal,ctx-rh-transversetemporal,Right,transversetemporal
Oscillatory neural dynamics,"MEG, alpha",67,0.27295095,ctx-rh-insula,ctx-rh-insula,Right,insula
Oscillatory neural dynamics,"MEG, beta",0,0.08812334,ctx-lh-bankssts,ctx-lh-bankssts,Left,bankssts
Oscillatory neural dynamics,"MEG, beta",1,0.09798927,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalanteriorcingulate,Left,caudalanteriorcingulate
Oscillatory neural dynamics,"MEG, beta",2,0.1094101,ctx-lh-caudalmiddlefrontal,ctx-lh-caudalmiddlefrontal,Left,caudalmiddlefrontal
Oscillatory neural dynamics,"MEG, beta",3,0.086328164,ctx-lh-cuneus,ctx-lh-cuneus,Left,cuneus
Oscillatory neural dynamics,"MEG, beta",4,0.059063263,ctx-lh-entorhinal,ctx-lh-entorhinal,Left,entorhinal
Oscillatory neural dynamics,"MEG, beta",5,0.082169,ctx-lh-fusiform,ctx-lh-fusiform,Left,fusiform
Oscillatory neural dynamics,"MEG, beta",6,0.09882364,ctx-lh-inferiorparietal,ctx-lh-inferiorparietal,Left,inferiorparietal
Oscillatory neural dynamics,"MEG, beta",7,0.08145264,ctx-lh-inferiortemporal,ctx-lh-inferiortemporal,Left,inferiortemporal
Oscillatory neural dynamics,"MEG, beta",8,0.09769342,ctx-lh-isthmuscingulate,ctx-lh-isthmuscingulate,Left,isthmuscingulate
Oscillatory neural dynamics,"MEG, beta",9,0.08420082,ctx-lh-lateraloccipital,ctx-lh-lateraloccipital,Left,lateraloccipital
Oscillatory neural dynamics,"MEG, beta",10,0.08695589,ctx-lh-lateralorbitofrontal,ctx-lh-lateralorbitofrontal,Left,lateralorbitofrontal
Oscillatory neural dynamics,"MEG, beta",11,0.08226111,ctx-lh-lingual,ctx-lh-lingual,Left,lingual
Oscillatory neural dynamics,"MEG, beta",12,0.07782561,ctx-lh-medialorbitofrontal,ctx-lh-medialorbitofrontal,Left,medialorbitofrontal
Oscillatory neural dynamics,"MEG, beta",13,0.08232174,ctx-lh-middletemporal,ctx-lh-middletemporal,Left,middletemporal
Oscillatory neural dynamics,"MEG, beta",14,0.084875725,ctx-lh-parahippocampal,ctx-lh-parahippocampal,Left,parahippocampal
Oscillatory neural dynamics,"MEG, beta",15,0.119900145,ctx-lh-paracentral,ctx-lh-paracentral,Left,paracentral
Oscillatory neural dynamics,"MEG, beta",16,0.10350663,ctx-lh-parsopercularis,ctx-lh-parsopercularis,Left,parsopercularis
Oscillatory neural dynamics,"MEG, beta",17,0.09291528,ctx-lh-parsorbitalis,ctx-lh-parsorbitalis,Left,parsorbitalis
Oscillatory neural dynamics,"MEG, beta",18,0.09755276,ctx-lh-parstriangularis,ctx-lh-parstriangularis,Left,parstriangularis
Oscillatory neural dynamics,"MEG, beta",19,0.08107871,ctx-lh-pericalcarine,ctx-lh-pericalcarine,Left,pericalcarine
Oscillatory neural dynamics,"MEG, beta",20,0.12036561,ctx-lh-postcentral,ctx-lh-postcentral,Left,postcentral
Oscillatory neural dynamics,"MEG, beta",21,0.108171865,ctx-lh-posteriorcingulate,ctx-lh-posteriorcingulate,Left,posteriorcingulate
Oscillatory neural dynamics,"MEG, beta",22,0.1172683,ctx-lh-precentral,ctx-lh-precentral,Left,precentral
Oscillatory neural dynamics,"MEG, beta",23,0.101823516,ctx-lh-precuneus,ctx-lh-precuneus,Left,precuneus
Oscillatory neural dynamics,"MEG, beta",24,0.07702758,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralanteriorcingulate,Left,rostralanteriorcingulate
Oscillatory neural dynamics,"MEG, beta",25,0.09868827,ctx-lh-rostralmiddlefrontal,ctx-lh-rostralmiddlefrontal,Left,rostralmiddlefrontal
Oscillatory neural dynamics,"MEG, beta",26,0.104501046,ctx-lh-superiorfrontal,ctx-lh-superiorfrontal,Left,superiorfrontal
Oscillatory neural dynamics,"MEG, beta",27,0.11084835,ctx-lh-superiorparietal,ctx-lh-superiorparietal,Left,superiorparietal
Oscillatory neural dynamics,"MEG, beta",28,0.084528126,ctx-lh-superiortemporal,ctx-lh-superiortemporal,Left,superiortemporal
Oscillatory neural dynamics,"MEG, beta",29,0.10992354,ctx-lh-supramarginal,ctx-lh-supramarginal,Left,supramarginal
Oscillatory neural dynamics,"MEG, beta",30,0.09312955,ctx-lh-frontalpole,ctx-lh-frontalpole,Left,frontalpole
Oscillatory neural dynamics,"MEG, beta",31,0.05468121,ctx-lh-temporalpole,ctx-lh-temporalpole,Left,temporalpole
Oscillatory neural dynamics,"MEG, beta",32,0.08837366,ctx-lh-transversetemporal,ctx-lh-transversetemporal,Left,transversetemporal
Oscillatory neural dynamics,"MEG, beta",33,0.0905491,ctx-lh-insula,ctx-lh-insula,Left,insula
Oscillatory neural dynamics,"MEG, beta",34,0.090907484,ctx-rh-bankssts,ctx-rh-bankssts,Right,bankssts
Oscillatory neural dynamics,"MEG, beta",35,0.09802204,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalanteriorcingulate,Right,caudalanteriorcingulate
Oscillatory neural dynamics,"MEG, beta",36,0.11175652,ctx-rh-caudalmiddlefrontal,ctx-rh-caudalmiddlefrontal,Right,caudalmiddlefrontal
Oscillatory neural dynamics,"MEG, beta",37,0.08469711,ctx-rh-cuneus,ctx-rh-cuneus,Right,cuneus
Oscillatory neural dynamics,"MEG, beta",38,0.06308333,ctx-rh-entorhinal,ctx-rh-entorhinal,Right,entorhinal
Oscillatory neural dynamics,"MEG, beta",39,0.08285507,ctx-rh-fusiform,ctx-rh-fusiform,Right,fusiform
Oscillatory neural dynamics,"MEG, beta",40,0.10099928,ctx-rh-inferiorparietal,ctx-rh-inferiorparietal,Right,inferiorparietal
Oscillatory neural dynamics,"MEG, beta",41,0.082399644,ctx-rh-inferiortemporal,ctx-rh-inferiortemporal,Right,inferiortemporal
Oscillatory neural dynamics,"MEG, beta",42,0.09705757,ctx-rh-isthmuscingulate,ctx-rh-isthmuscingulate,Right,isthmuscingulate
Oscillatory neural dynamics,"MEG, beta",43,0.08441001,ctx-rh-lateraloccipital,ctx-rh-lateraloccipital,Right,lateraloccipital
Oscillatory neural dynamics,"MEG, beta",44,0.08636345,ctx-rh-lateralorbitofrontal,ctx-rh-lateralorbitofrontal,Right,lateralorbitofrontal
Oscillatory neural dynamics,"MEG, beta",45,0.08198092,ctx-rh-lingual,ctx-rh-lingual,Right,lingual
Oscillatory neural dynamics,"MEG, beta",46,0.08129782,ctx-rh-medialorbitofrontal,ctx-rh-medialorbitofrontal,Right,medialorbitofrontal
Oscillatory neural dynamics,"MEG, beta",47,0.08478915,ctx-rh-middletemporal,ctx-rh-middletemporal,Right,middletemporal
Oscillatory neural dynamics,"MEG, beta",48,0.0843065,ctx-rh-parahippocampal,ctx-rh-parahippocampal,Right,parahippocampal
Oscillatory neural dynamics,"MEG, beta",49,0.118387334,ctx-rh-paracentral,ctx-rh-paracentral,Right,paracentral
Oscillatory neural dynamics,"MEG, beta",50,0.10635434,ctx-rh-parsopercularis,ctx-rh-parsopercularis,Right,parsopercularis
Oscillatory neural dynamics,"MEG, beta",51,0.09623728,ctx-rh-parsorbitalis,ctx-rh-parsorbitalis,Right,parsorbitalis
Oscillatory neural dynamics,"MEG, beta",52,0.1021079,ctx-rh-parstriangularis,ctx-rh-parstriangularis,Right,parstriangularis
Oscillatory neural dynamics,"MEG, beta",53,0.07887114,ctx-rh-pericalcarine,ctx-rh-pericalcarine,Right,pericalcarine
Oscillatory neural dynamics,"MEG, beta",54,0.119649254,ctx-rh-postcentral,ctx-rh-postcentral,Right,postcentral
Oscillatory neural dynamics,"MEG, beta",55,0.10615999,ctx-rh-posteriorcingulate,ctx-rh-posteriorcingulate,Right,posteriorcingulate
Oscillatory neural dynamics,"MEG, beta",56,0.11829905,ctx-rh-precentral,ctx-rh-precentral,Right,precentral
Oscillatory neural dynamics,"MEG, beta",57,0.10182772,ctx-rh-precuneus,ctx-rh-precuneus,Right,precuneus
Oscillatory neural dynamics,"MEG, beta",58,0.0807178,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralanteriorcingulate,Right,rostralanteriorcingulate
Oscillatory neural dynamics,"MEG, beta",59,0.101914,ctx-rh-rostralmiddlefrontal,ctx-rh-rostralmiddlefrontal,Right,rostralmiddlefrontal
Oscillatory neural dynamics,"MEG, beta",60,0.10453114,ctx-rh-superiorfrontal,ctx-rh-superiorfrontal,Right,superiorfrontal
Oscillatory neural dynamics,"MEG, beta",61,0.11073065,ctx-rh-superiorparietal,ctx-rh-superiorparietal,Right,superiorparietal
Oscillatory neural dynamics,"MEG, beta",62,0.08735967,ctx-rh-superiortemporal,ctx-rh-superiortemporal,Right,superiortemporal
Oscillatory neural dynamics,"MEG, beta",63,0.11328076,ctx-rh-supramarginal,ctx-rh-supramarginal,Right,supramarginal
Oscillatory neural dynamics,"MEG, beta",64,0.09307079,ctx-rh-frontalpole,ctx-rh-frontalpole,Right,frontalpole
Oscillatory neural dynamics,"MEG, beta",65,0.05149885,ctx-rh-temporalpole,ctx-rh-temporalpole,Right,temporalpole
Oscillatory neural dynamics,"MEG, beta",66,0.09044421,ctx-rh-transversetemporal,ctx-rh-transversetemporal,Right,transversetemporal
Oscillatory neural dynamics,"MEG, beta",67,0.09253648,ctx-rh-insula,ctx-rh-insula,Right,insula
Oscillatory neural dynamics,"MEG, low gamma",0,0.016992612,ctx-lh-bankssts,ctx-lh-bankssts,Left,bankssts
Oscillatory neural dynamics,"MEG, low gamma",1,0.022837156,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalanteriorcingulate,Left,caudalanteriorcingulate
Oscillatory neural dynamics,"MEG, low gamma",2,0.024481542,ctx-lh-caudalmiddlefrontal,ctx-lh-caudalmiddlefrontal,Left,caudalmiddlefrontal
Oscillatory neural dynamics,"MEG, low gamma",3,0.015973814,ctx-lh-cuneus,ctx-lh-cuneus,Left,cuneus
Oscillatory neural dynamics,"MEG, low gamma",4,0.016669368,ctx-lh-entorhinal,ctx-lh-entorhinal,Left,entorhinal
Oscillatory neural dynamics,"MEG, low gamma",5,0.02003924,ctx-lh-fusiform,ctx-lh-fusiform,Left,fusiform
Oscillatory neural dynamics,"MEG, low gamma",6,0.017217029,ctx-lh-inferiorparietal,ctx-lh-inferiorparietal,Left,inferiorparietal
Oscillatory neural dynamics,"MEG, low gamma",7,0.02129009,ctx-lh-inferiortemporal,ctx-lh-inferiortemporal,Left,inferiortemporal
Oscillatory neural dynamics,"MEG, low gamma",8,0.022621134,ctx-lh-isthmuscingulate,ctx-lh-isthmuscingulate,Left,isthmuscingulate
Oscillatory neural dynamics,"MEG, low gamma",9,0.018401662,ctx-lh-lateraloccipital,ctx-lh-lateraloccipital,Left,lateraloccipital
Oscillatory neural dynamics,"MEG, low gamma",10,0.026225261,ctx-lh-lateralorbitofrontal,ctx-lh-lateralorbitofrontal,Left,lateralorbitofrontal
Oscillatory neural dynamics,"MEG, low gamma",11,0.017644787,ctx-lh-lingual,ctx-lh-lingual,Left,lingual
Oscillatory neural dynamics,"MEG, low gamma",12,0.024194391,ctx-lh-medialorbitofrontal,ctx-lh-medialorbitofrontal,Left,medialorbitofrontal
Oscillatory neural dynamics,"MEG, low gamma",13,0.020761218,ctx-lh-middletemporal,ctx-lh-middletemporal,Left,middletemporal
Oscillatory neural dynamics,"MEG, low gamma",14,0.021077676,ctx-lh-parahippocampal,ctx-lh-parahippocampal,Left,parahippocampal
Oscillatory neural dynamics,"MEG, low gamma",15,0.023916934,ctx-lh-paracentral,ctx-lh-paracentral,Left,paracentral
Oscillatory neural dynamics,"MEG, low gamma",16,0.02590345,ctx-lh-parsopercularis,ctx-lh-parsopercularis,Left,parsopercularis
Oscillatory neural dynamics,"MEG, low gamma",17,0.030882478,ctx-lh-parsorbitalis,ctx-lh-parsorbitalis,Left,parsorbitalis
Oscillatory neural dynamics,"MEG, low gamma",18,0.028017832,ctx-lh-parstriangularis,ctx-lh-parstriangularis,Left,parstriangularis
Oscillatory neural dynamics,"MEG, low gamma",19,0.015342169,ctx-lh-pericalcarine,ctx-lh-pericalcarine,Left,pericalcarine
Oscillatory neural dynamics,"MEG, low gamma",20,0.022441188,ctx-lh-postcentral,ctx-lh-postcentral,Left,postcentral
Oscillatory neural dynamics,"MEG, low gamma",21,0.025618672,ctx-lh-posteriorcingulate,ctx-lh-posteriorcingulate,Left,posteriorcingulate
Oscillatory neural dynamics,"MEG, low gamma",22,0.023985676,ctx-lh-precentral,ctx-lh-precentral,Left,precentral
Oscillatory neural dynamics,"MEG, low gamma",23,0.019055506,ctx-lh-precuneus,ctx-lh-precuneus,Left,precuneus
Oscillatory neural dynamics,"MEG, low gamma",24,0.02018686,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralanteriorcingulate,Left,rostralanteriorcingulate
Oscillatory neural dynamics,"MEG, low gamma",25,0.029386714,ctx-lh-rostralmiddlefrontal,ctx-lh-rostralmiddlefrontal,Left,rostralmiddlefrontal
Oscillatory neural dynamics,"MEG, low gamma",26,0.026490288,ctx-lh-superiorfrontal,ctx-lh-superiorfrontal,Left,superiorfrontal
Oscillatory neural dynamics,"MEG, low gamma",27,0.01923486,ctx-lh-superiorparietal,ctx-lh-superiorparietal,Left,superiorparietal
Oscillatory neural dynamics,"MEG, low gamma",28,0.019591305,ctx-lh-superiortemporal,ctx-lh-superiortemporal,Left,superiortemporal
Oscillatory neural dynamics,"MEG, low gamma",29,0.019275462,ctx-lh-supramarginal,ctx-lh-supramarginal,Left,supramarginal
Oscillatory neural dynamics,"MEG, low gamma",30,0.035651237,ctx-lh-frontalpole,ctx-lh-frontalpole,Left,frontalpole
Oscillatory neural dynamics,"MEG, low gamma",31,0.018316405,ctx-lh-temporalpole,ctx-lh-temporalpole,Left,temporalpole
Oscillatory neural dynamics,"MEG, low gamma",32,0.017245974,ctx-lh-transversetemporal,ctx-lh-transversetemporal,Left,transversetemporal
Oscillatory neural dynamics,"MEG, low gamma",33,0.023308715,ctx-lh-insula,ctx-lh-insula,Left,insula
Oscillatory neural dynamics,"MEG, low gamma",34,0.016874379,ctx-rh-bankssts,ctx-rh-bankssts,Right,bankssts
Oscillatory neural dynamics,"MEG, low gamma",35,0.023332931,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalanteriorcingulate,Right,caudalanteriorcingulate
Oscillatory neural dynamics,"MEG, low gamma",36,0.025525892,ctx-rh-caudalmiddlefrontal,ctx-rh-caudalmiddlefrontal,Right,caudalmiddlefrontal
Oscillatory neural dynamics,"MEG, low gamma",37,0.015823567,ctx-rh-cuneus,ctx-rh-cuneus,Right,cuneus
Oscillatory neural dynamics,"MEG, low gamma",38,0.018567778,ctx-rh-entorhinal,ctx-rh-entorhinal,Right,entorhinal
Oscillatory neural dynamics,"MEG, low gamma",39,0.0201203,ctx-rh-fusiform,ctx-rh-fusiform,Right,fusiform
Oscillatory neural dynamics,"MEG, low gamma",40,0.017056204,ctx-rh-inferiorparietal,ctx-rh-inferiorparietal,Right,inferiorparietal
Oscillatory neural dynamics,"MEG, low gamma",41,0.022445878,ctx-rh-inferiortemporal,ctx-rh-inferiortemporal,Right,inferiortemporal
Oscillatory neural dynamics,"MEG, low gamma",42,0.022357037,ctx-rh-isthmuscingulate,ctx-rh-isthmuscingulate,Right,isthmuscingulate
Oscillatory neural dynamics,"MEG, low gamma",43,0.017505953,ctx-rh-lateraloccipital,ctx-rh-lateraloccipital,Right,lateraloccipital
Oscillatory neural dynamics,"MEG, low gamma",44,0.026975477,ctx-rh-lateralorbitofrontal,ctx-rh-lateralorbitofrontal,Right,lateralorbitofrontal
Oscillatory neural dynamics,"MEG, low gamma",45,0.01736176,ctx-rh-lingual,ctx-rh-lingual,Right,lingual
Oscillatory neural dynamics,"MEG, low gamma",46,0.025513427,ctx-rh-medialorbitofrontal,ctx-rh-medialorbitofrontal,Right,medialorbitofrontal
Oscillatory neural dynamics,"MEG, low gamma",47,0.021698384,ctx-rh-middletemporal,ctx-rh-middletemporal,Right,middletemporal
Oscillatory neural dynamics,"MEG, low gamma",48,0.020966856,ctx-rh-parahippocampal,ctx-rh-parahippocampal,Right,parahippocampal
Oscillatory neural dynamics,"MEG, low gamma",49,0.02368415,ctx-rh-paracentral,ctx-rh-paracentral,Right,paracentral
Oscillatory neural dynamics,"MEG, low gamma",50,0.026834074,ctx-rh-parsopercularis,ctx-rh-parsopercularis,Right,parsopercularis
Oscillatory neural dynamics,"MEG, low gamma",51,0.033002116,ctx-rh-parsorbitalis,ctx-rh-parsorbitalis,Right,parsorbitalis
Oscillatory neural dynamics,"MEG, low gamma",52,0.029929236,ctx-rh-parstriangularis,ctx-rh-parstriangularis,Right,parstriangularis
Oscillatory neural dynamics,"MEG, low gamma",53,0.014906201,ctx-rh-pericalcarine,ctx-rh-pericalcarine,Right,pericalcarine
Oscillatory neural dynamics,"MEG, low gamma",54,0.022705222,ctx-rh-postcentral,ctx-rh-postcentral,Right,postcentral
Oscillatory neural dynamics,"MEG, low gamma",55,0.025214143,ctx-rh-posteriorcingulate,ctx-rh-posteriorcingulate,Right,posteriorcingulate
Oscillatory neural dynamics,"MEG, low gamma",56,0.02472969,ctx-rh-precentral,ctx-rh-precentral,Right,precentral
Oscillatory neural dynamics,"MEG, low gamma",57,0.019246472,ctx-rh-precuneus,ctx-rh-precuneus,Right,precuneus
Oscillatory neural dynamics,"MEG, low gamma",58,0.02100016,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralanteriorcingulate,Right,rostralanteriorcingulate
Oscillatory neural dynamics,"MEG, low gamma",59,0.031702165,ctx-rh-rostralmiddlefrontal,ctx-rh-rostralmiddlefrontal,Right,rostralmiddlefrontal
Oscillatory neural dynamics,"MEG, low gamma",60,0.026913688,ctx-rh-superiorfrontal,ctx-rh-superiorfrontal,Right,superiorfrontal
Oscillatory neural dynamics,"MEG, low gamma",61,0.01944845,ctx-rh-superiorparietal,ctx-rh-superiorparietal,Right,superiorparietal
Oscillatory neural dynamics,"MEG, low gamma",62,0.021003503,ctx-rh-superiortemporal,ctx-rh-superiortemporal,Right,superiortemporal
Oscillatory neural dynamics,"MEG, low gamma",63,0.019358857,ctx-rh-supramarginal,ctx-rh-supramarginal,Right,supramarginal
Oscillatory neural dynamics,"MEG, low gamma",64,0.036575906,ctx-rh-frontalpole,ctx-rh-frontalpole,Right,frontalpole
Oscillatory neural dynamics,"MEG, low gamma",65,0.017515237,ctx-rh-temporalpole,ctx-rh-temporalpole,Right,temporalpole
Oscillatory neural dynamics,"MEG, low gamma",66,0.017233739,ctx-rh-transversetemporal,ctx-rh-transversetemporal,Right,transversetemporal
Oscillatory neural dynamics,"MEG, low gamma",67,0.024586758,ctx-rh-insula,ctx-rh-insula,Right,insula
Oscillatory neural dynamics,"MEG, high gamma",0,0.010253298,ctx-lh-bankssts,ctx-lh-bankssts,Left,bankssts
Oscillatory neural dynamics,"MEG, high gamma",1,0.010603816,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalanteriorcingulate,Left,caudalanteriorcingulate
Oscillatory neural dynamics,"MEG, high gamma",2,0.010827686,ctx-lh-caudalmiddlefrontal,ctx-lh-caudalmiddlefrontal,Left,caudalmiddlefrontal
Oscillatory neural dynamics,"MEG, high gamma",3,0.008030304,ctx-lh-cuneus,ctx-lh-cuneus,Left,cuneus
Oscillatory neural dynamics,"MEG, high gamma",4,0.0117785735,ctx-lh-entorhinal,ctx-lh-entorhinal,Left,entorhinal
Oscillatory neural dynamics,"MEG, high gamma",5,0.013329405,ctx-lh-fusiform,ctx-lh-fusiform,Left,fusiform
Oscillatory neural dynamics,"MEG, high gamma",6,0.008855452,ctx-lh-inferiorparietal,ctx-lh-inferiorparietal,Left,inferiorparietal
Oscillatory neural dynamics,"MEG, high gamma",7,0.015135032,ctx-lh-inferiortemporal,ctx-lh-inferiortemporal,Left,inferiortemporal
Oscillatory neural dynamics,"MEG, high gamma",8,0.012544921,ctx-lh-isthmuscingulate,ctx-lh-isthmuscingulate,Left,isthmuscingulate
Oscillatory neural dynamics,"MEG, high gamma",9,0.010762327,ctx-lh-lateraloccipital,ctx-lh-lateraloccipital,Left,lateraloccipital
Oscillatory neural dynamics,"MEG, high gamma",10,0.016504114,ctx-lh-lateralorbitofrontal,ctx-lh-lateralorbitofrontal,Left,lateralorbitofrontal
Oscillatory neural dynamics,"MEG, high gamma",11,0.010288393,ctx-lh-lingual,ctx-lh-lingual,Left,lingual
Oscillatory neural dynamics,"MEG, high gamma",12,0.014848383,ctx-lh-medialorbitofrontal,ctx-lh-medialorbitofrontal,Left,medialorbitofrontal
Oscillatory neural dynamics,"MEG, high gamma",13,0.014514913,ctx-lh-middletemporal,ctx-lh-middletemporal,Left,middletemporal
Oscillatory neural dynamics,"MEG, high gamma",14,0.014056231,ctx-lh-parahippocampal,ctx-lh-parahippocampal,Left,parahippocampal
Oscillatory neural dynamics,"MEG, high gamma",15,0.008789993,ctx-lh-paracentral,ctx-lh-paracentral,Left,paracentral
Oscillatory neural dynamics,"MEG, high gamma",16,0.0144488625,ctx-lh-parsopercularis,ctx-lh-parsopercularis,Left,parsopercularis
Oscillatory neural dynamics,"MEG, high gamma",17,0.01995937,ctx-lh-parsorbitalis,ctx-lh-parsorbitalis,Left,parsorbitalis
Oscillatory neural dynamics,"MEG, high gamma",18,0.016559968,ctx-lh-parstriangularis,ctx-lh-parstriangularis,Left,parstriangularis
Oscillatory neural dynamics,"MEG, high gamma",19,0.008009994,ctx-lh-pericalcarine,ctx-lh-pericalcarine,Left,pericalcarine
Oscillatory neural dynamics,"MEG, high gamma",20,0.010101408,ctx-lh-postcentral,ctx-lh-postcentral,Left,postcentral
Oscillatory neural dynamics,"MEG, high gamma",21,0.012827582,ctx-lh-posteriorcingulate,ctx-lh-posteriorcingulate,Left,posteriorcingulate
Oscillatory neural dynamics,"MEG, high gamma",22,0.010690972,ctx-lh-precentral,ctx-lh-precentral,Left,precentral
Oscillatory neural dynamics,"MEG, high gamma",23,0.00843834,ctx-lh-precuneus,ctx-lh-precuneus,Left,precuneus
Oscillatory neural dynamics,"MEG, high gamma",24,0.01033545,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralanteriorcingulate,Left,rostralanteriorcingulate
Oscillatory neural dynamics,"MEG, high gamma",25,0.016740777,ctx-lh-rostralmiddlefrontal,ctx-lh-rostralmiddlefrontal,Left,rostralmiddlefrontal
Oscillatory neural dynamics,"MEG, high gamma",26,0.01247325,ctx-lh-superiorfrontal,ctx-lh-superiorfrontal,Left,superiorfrontal
Oscillatory neural dynamics,"MEG, high gamma",27,0.008341689,ctx-lh-superiorparietal,ctx-lh-superiorparietal,Left,superiorparietal
Oscillatory neural dynamics,"MEG, high gamma",28,0.012620194,ctx-lh-superiortemporal,ctx-lh-superiortemporal,Left,superiortemporal
Oscillatory neural dynamics,"MEG, high gamma",29,0.00995202,ctx-lh-supramarginal,ctx-lh-supramarginal,Left,supramarginal
Oscillatory neural dynamics,"MEG, high gamma",30,0.023194704,ctx-lh-frontalpole,ctx-lh-frontalpole,Left,frontalpole
Oscillatory neural dynamics,"MEG, high gamma",31,0.013523686,ctx-lh-temporalpole,ctx-lh-temporalpole,Left,temporalpole
Oscillatory neural dynamics,"MEG, high gamma",32,0.009607714,ctx-lh-transversetemporal,ctx-lh-transversetemporal,Left,transversetemporal
Oscillatory neural dynamics,"MEG, high gamma",33,0.01456232,ctx-lh-insula,ctx-lh-insula,Left,insula
Oscillatory neural dynamics,"MEG, high gamma",34,0.009596298,ctx-rh-bankssts,ctx-rh-bankssts,Right,bankssts
Oscillatory neural dynamics,"MEG, high gamma",35,0.01090746,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalanteriorcingulate,Right,caudalanteriorcingulate
Oscillatory neural dynamics,"MEG, high gamma",36,0.011229575,ctx-rh-caudalmiddlefrontal,ctx-rh-caudalmiddlefrontal,Right,caudalmiddlefrontal
Oscillatory neural dynamics,"MEG, high gamma",37,0.008052537,ctx-rh-cuneus,ctx-rh-cuneus,Right,cuneus
Oscillatory neural dynamics,"MEG, high gamma",38,0.013036725,ctx-rh-entorhinal,ctx-rh-entorhinal,Right,entorhinal
Oscillatory neural dynamics,"MEG, high gamma",39,0.013135341,ctx-rh-fusiform,ctx-rh-fusiform,Right,fusiform
Oscillatory neural dynamics,"MEG, high gamma",40,0.0083099995,ctx-rh-inferiorparietal,ctx-rh-inferiorparietal,Right,inferiorparietal
Oscillatory neural dynamics,"MEG, high gamma",41,0.015768943,ctx-rh-inferiortemporal,ctx-rh-inferiortemporal,Right,inferiortemporal
Oscillatory neural dynamics,"MEG, high gamma",42,0.012402222,ctx-rh-isthmuscingulate,ctx-rh-isthmuscingulate,Right,isthmuscingulate
Oscillatory neural dynamics,"MEG, high gamma",43,0.010008902,ctx-rh-lateraloccipital,ctx-rh-lateraloccipital,Right,lateraloccipital
Oscillatory neural dynamics,"MEG, high gamma",44,0.017102774,ctx-rh-lateralorbitofrontal,ctx-rh-lateralorbitofrontal,Right,lateralorbitofrontal
Oscillatory neural dynamics,"MEG, high gamma",45,0.010033086,ctx-rh-lingual,ctx-rh-lingual,Right,lingual
Oscillatory neural dynamics,"MEG, high gamma",46,0.0155895185,ctx-rh-medialorbitofrontal,ctx-rh-medialorbitofrontal,Right,medialorbitofrontal
Oscillatory neural dynamics,"MEG, high gamma",47,0.014869152,ctx-rh-middletemporal,ctx-rh-middletemporal,Right,middletemporal
